review,question,yes,no,explanation
2) TDE follows the previous work and aims to learn three different level embeddings.,Does the review address Methodology?,TRUE,FALSE,It describes the approach and aims of TDE in relation to the previous work.
"In comparison, if we look at Page 17, the actual annotations from the authors are very long and detailed.",Does the review address Data/Task?,TRUE,FALSE,"It discusses the length and detail of annotations, relating to the dataset/task."
This paper studies why language model pre-training has been such an effective technique in improving downstream performance across a wide range of NLP tasks recently.,Does the review address Result?,TRUE,FALSE,This sentence mentions the improvement in performance due to pre-training.
I felt this was quite separate from the theoretical analysis.,Does the review address Analysis?,TRUE,FALSE,It contrasts the topic with theoretical analysis.
* Related work: I would also include a discussion of this Lazaridou et al paper where they compare ways of combining EC with non-EC learning signals (e.g. image caption training): https://aclanthology.org/2020.acl-main.685.pdf  * Ethics statement: I appreciate this statement and agree with the possible positive impacts.,Does the review address Related Work?,TRUE,FALSE,This sentence includes a suggestion for discussing related work.
"Reducing these costs could have a very high impact on the field, allowing many more researchers to participate in state-of-the-art research [3].",Does the review address Significance?,TRUE,FALSE,It discusses the potential impact and importance of reducing costs.
There is also a NAACL 2016 paper (https://www.aclweb.org/anthology/N/N16/N16-2016.pdf) which performs relation extraction using a new model based on memory networks… and I’m sure there are more.,Does the review address Related Work?,TRUE,FALSE,This sentence mentions related work and specific papers.
### Notes on text and style  There are parts of the manuscript that felt somewhat informal and confusing to me.,Does the review address Presentation?,TRUE,FALSE,It discusses the text and style of the manuscript.
"The authors cite Bordes et al. (https://arxiv.org/pdf/1506.02075.pdf), who collect a similar dataset and perform relation extraction using memory networks (which are commonly used for reading comprehension).",Does the review address Related Work?,TRUE,FALSE,It references related work and datasets.
"- P24, Figure 2: What are the x and y axis, and what does each dot mean in this figure?",Does the review address Presentation?,TRUE,FALSE,"It asks for clarification on the figure's axes and meaning, relating to presentation."
Why don't the authors of this work do this evaluation as well?,Does the review address Data/Task?,TRUE,FALSE,"It questions the evaluation approach, relating to the task."
"I would have liked to see these results (also, please fix grammar in this sentence) 9.",Does the review address Result?,TRUE,FALSE,This sentence mentions results and suggests a grammar correction.
The findings of (2)(3)(4)(5) mentioned in the summary section above are especially interesting and can be helpful to the community when comparing new VL methods with existing methods.,Does the review address Methodology?,TRUE,FALSE,It discusses the helpfulness of findings in comparing methods.
The introduction of the motivation (the concept of in-context bias) is not easy to understand at the very beginning.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,It mentions the difficulty in understanding the motivation.
It would be good if the authors could provide some intuition / insight as to why that might be the case.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,It requests intuition or insight to clarify the point.
Towards making the most of bert in neural machine translation.,Does the review address Related Work?,TRUE,FALSE,It mentions the use of BERT in neural machine translation.
"However, there is no discussion on the latency in the proposed method and experiments.",Does the review address Methodology?,TRUE,FALSE,It notes the lack of discussion on latency.
- The ablation experiments and optimized prompt analysis are insightful.,Does the review address Analysis?,TRUE,FALSE,It mentions the insights gained from ablation experiments and prompt analysis.
The paper features extensive experiments that convincingly validate the effectiveness of the proposed method.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,It discusses the validation of the method's effectiveness.
A qualitative analysis might be more revealing here.,Does the review address Analysis?,TRUE,FALSE,It suggests a qualitative analysis for better understanding.
This along with a regularization reward using language model the paper aims to improve comprehensibility.,Does the review address Methodology?,TRUE,FALSE,It discusses the aim to improve comprehensibility using a regularization reward.
Otherwise for example it is not clear to me if the improvement in Blue compared to LaRL comes from the extra reward using the language model or from the options framework.,Does the review address Result?,TRUE,FALSE,It questions the source of improvement in results.
"**Strengths** - To the best of my knowledge, this is the first work that _mathematically_ justifies the connection between the pre-training objective and the downstream performance.",Does the review address Methodology?,TRUE,FALSE,It mentions the mathematical justification of the methodology.
Please feel free to highlight other major contributions.,Does the review address Contribution?,TRUE,FALSE,It encourages highlighting other contributions.
"- Less technical comments: The paper writing is fine to me, but I don't like the typesetting.",Does the review address Presentation?,TRUE,FALSE,It discusses the writing and typesetting of the paper.
"Contribution: The authors contribute a new tokenization method, code, and a dataset.",Does the review address Data/Task?,TRUE,FALSE,"It mentions contributions including tokenization method, code, and dataset."
This is the newest of a small but growing body of literature that seeks to connect emergent communication with genuine NLP tasks.,Does the review address Related Work?,TRUE,FALSE,It discusses the connection with related literature and tasks.
"The authors argued that most of the previous multimodal LLMs used shallow connections between vision and models, and thus proposed a new module called visual expert.",Does the review address Related Work?,TRUE,FALSE,It mentions the proposed module and comparison with related work.
"In this case, the authors are using LeetCode coded solutions in MP to compiled the source code into a lower level form (assembly I believe) and then see if N-Bref can return the assembly back to the original form or some semantically equivalent form.",Does the review address Presentation?,TRUE,FALSE,It explains the method of using coded solutions and their presentation.
"- For the classification tasks, what do the label distributions look like over the labeled subset $\mathcal L$?",Does the review address Data/Task?,TRUE,FALSE,It questions the label distributions in the classification tasks.
* Could the authors provide more details about the evaluation settings and number of parameters of each model for the per-token loss comparison?,Does the review address Methodology?,TRUE,FALSE,It requests more details about the evaluation settings and parameters.
The paper has explained and empirically showed that this learned generator needs a resampler.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It mentions the explanation and empirical demonstration of the generator.
Hon downstream tasks with smaller learning rate -> Do you mean smaller datasets?,Does the review address Data/Task?,TRUE,FALSE,It questions the reference to smaller datasets.
"The proposed method has achieved SOTA performance on a range of Vision-Language benchmarks, spanning image captioning, Visual Question Answering, and visual grounding tasks.",Does the review address Methodology?,TRUE,FALSE,It discusses the SOTA performance achieved by the method.
"The studies here show that, pre-training with Inverse Cloze Task (ICT) the two-tower Transformer models significantly outperform the widely used BM-25 algorithm for large-scale information retrieval.",Does the review address Presentation?,TRUE,FALSE,It mentions the outperformance of models in large-scale information retrieval.
### Overall  Authors used BERT alongside to a 2D-position embedding based on a sinusoidal function and a graph-based decoder to improve performance on document information extraction tasks.,Does the review address Result?,TRUE,FALSE,It mentions the improvement in performance on document information extraction tasks.
"According to the evaluation, the proposed method shows its effectiveness especially when the finetuning data is limited.",Does the review address Evaluation?,TRUE,FALSE,It mentions the method's effectiveness based on the evaluation.
I found the result that the LSTM-based model successfully reconstructs the stimuli but fails on the main game to be interesting.,Does the review address Methodology?,TRUE,FALSE,It discusses the results of the LSTM-based model in detail.
It is based on the state-of-the-art language model--augmented memory.,Does the review address Methodology?,TRUE,FALSE,It mentions the state-of-the-art language model and its basis.
"Authors could have provided more in-depth details (visualizations, analysis, examples) to show main differences between the proposed approach and baselines (specially LayoutLM).",Does the review address Comparison?,TRUE,FALSE,It suggests providing more details for comparing the proposed approach with baselines.
"For example, the model hyper-parameters are quite different for different tasks.",Does the review address Data/Task?,TRUE,FALSE,It mentions differences in model hyper-parameters for different tasks.
The use of RNN and Copy RNN in the current context is a new idea.,Does the review address Methodology?,TRUE,FALSE,It discusses the use of RNN and Copy RNN as a new idea.
- There is some missing prior work in creating knowledge graphs from pre-trained language models.,Does the review address Related Work?,TRUE,FALSE,It mentions missing prior work related to knowledge graphs.
"The motivation is very clear, MCTS is generally action agnostic and using language to provide additional semantic information to it can prove to be very effective.",Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,It discusses the clear motivation and effectiveness of using language for semantic information.
"If there is some significant difference here, it is not made clear in the paper.",Does the review address Presentation?,TRUE,FALSE,It mentions a lack of clarity in presenting significant differences.
"Along with ablations and trying LMs of varying sizes, their technique is compared against many other existing selective annotation approaches and shown to consistently outperform the latter.",Does the review address Result?,TRUE,FALSE,It discusses the comparison and performance of the technique against other approaches.
The authors should discuss the relationship with other in-context example selection methods and compare the performance.,Does the review address Result?,FALSE,TRUE,"This sentence suggests discussing relationships and comparing performance, but does not mention specific results."
It does not only require the optimization ability but also the oracle efficiency.,Does the review address Methodology?,TRUE,FALSE,It mentions the need for optimization ability and oracle efficiency.
This paper proposed a new phrasal RNN architecture for sequence to sequence generation.,Does the review address Presentation?,TRUE,FALSE,It mentions the new phrasal RNN architecture.
- Removing the dependence of engineered perceptual models from the CaP method by using foundation models.,Does the review address Methodology?,TRUE,FALSE,It discusses removing dependence on perceptual models by using foundation models.
"Additionally, there are some minor things I would add or improve: - I would add references to multi-task training on different languages (e.g., Task 1 is translation from EN to FR and Task 2 is translation from EN to DE).",Does the review address Methodology?,TRUE,FALSE,It suggests adding references to multi-task training on different languages.
"- Additionally, why isn't the the GRU version of pRNNv reported in the FBIS evaluation in Table 3?",Does the review address Presentation?,TRUE,FALSE,It questions the absence of the GRU version in the evaluation.
"- Weaknesses: In experiments, the author set the window width of the filters in the CNN module to 2.",Does the review address Experiment?,TRUE,FALSE,It mentions the window width setting in the experiments.
Use the text data that comes with each dataset as is and compare this with :   a) Using OpenAQA (current setting)   b) Augmenting the original audio text pairs with OpenAQA  2.,Does the review address Significance?,FALSE,TRUE,It discusses comparison approaches but not their significance.
The methods is evaluated on 5 standard NER+RE datasets with good performances.,Does the review address Data/Task?,TRUE,FALSE,It mentions evaluation on standard datasets with good performance.
"3.The model excels in various audio-related tasks and open-ended question answering, demonstrating its outstanding performance.",Does the review address Data/Task?,TRUE,FALSE,It mentions the model's performance in audio-related tasks.
"However, it seems like there's still some open questions about the types of improvements being made and what this implies about the LM's attention mechanism.",Does the review address Methodology?,FALSE,TRUE,"This sentence discusses open questions about improvements and the LM's attention mechanism, but not methodology."
The authors take time to implement and evaluate several prominent baselines.,Does the review address Presentation?,TRUE,FALSE,It mentions the evaluation of prominent baselines.
"Kernel-based variants of self-attention have a recurrent formulation and lead to linear complexity (see [1,2,3,4]).",Does the review address Methodology?,TRUE,FALSE,It discusses kernel-based variants of self-attention and their formulation.
Statistical comparisons of classifiers over multiple data sets.,Does the review address Related Work?,TRUE,FALSE,It mentions statistical comparisons of classifiers.
"High-level view:  I don’t think this is necessarily a bad paper, but I think it’s unacceptable for ICLR in its current form.",Does the review address Evaluation?,TRUE,FALSE,It evaluates the paper's suitability for ICLR.
This is very likely a confounding factor in the efficacy of active learning and pruning techniques.,Does the review address Methodology?,TRUE,FALSE,It mentions a confounding factor affecting active learning and pruning techniques.
The LSTM classifier is left highly unspecified (L407-409) -- there are multiple different architectures to use an LSTM for classification.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It mentions the unspecified nature of the LSTM classifier and multiple architectures.
"If the authors can adequately address the following issues around presentation and the interpretation of Theorem 5, I would be satisfied raising my score, as I value the research question raised by the paper and believe the conclusions are valid.",Does the review address Theory?,TRUE,FALSE,It mentions issues around presentation and interpretation of Theorem 5.
The findings from the analysis are an important addition to the understanding of the role of language specific parameters in multilingual NMT.,Does the review address Result?,TRUE,FALSE,It discusses the findings from the analysis and their importance.
- The objectives suggested are cheap to compute and seem to increase the signal available in the data.,Does the review address Data/Task?,TRUE,FALSE,It mentions the objectives and their effect on data signal.
"Considering the BERT is leveraged, you should discuss the relation with BERT + NMT [R1,R2].",Does the review address Methodology?,TRUE,FALSE,It suggests discussing the relation with BERT and NMT.
The results presented in the paper show strong gains against baseline methods on 3 different datasets.,Does the review address Result?,TRUE,FALSE,It mentions strong gains in results against baseline methods on multiple datasets.
This paper claims that it is the first time designing a reasoning comprehension-capable model.,Does the review address Methodology?,TRUE,FALSE,It discusses the novelty of designing a reasoning comprehension-capable model.
"Can the theory extend to cross-language clone detection, e.g., one language is tractable, but the other language is not?",Does the review address Theory?,TRUE,FALSE,It questions the application of the theory to cross-language clone detection.
This method should be included in the experiments in order to justify the proposed RL approach is necessary.,Does the review address Methodology?,TRUE,FALSE,It suggests including a method in experiments to justify the RL approach.
Can the proposed theory help explain if the same code modeling task for some languages is strictly easier than the others?,Does the review address Theory?,TRUE,FALSE,It questions the application of the proposed theory to code modeling tasks.
"In terms of strenghs - The paper has a very throughout analysis of different models and positional encodings - It proposes several contributions, including a new probing task and several positional encoding methods.",Does the review address Presentation?,TRUE,FALSE,It highlights the thorough analysis and contributions of the paper.
"- P6, Sec 4.3: ""In fact, $f$ almost always performs better than ..."" This part seems intriguing despite the linear relationship shown in figure 1.",Does the review address Result?,TRUE,FALSE,It mentions the intriguing performance of $f$ despite a linear relationship.
The results on a mixture of the Parity/Sum task are interesting   2.,Does the review address Result?,TRUE,FALSE,It comments on the interesting results of the Parity/Sum task.
"Based on the analysis, recommendations on design of multilingual NMT architectures are proposed and their efficacy validated experimentally.",Does the review address Experiment?,TRUE,FALSE,It mentions recommendations and experimental validation based on analysis.
"Also, can you add a column where a dense linear model over p_f(s) is used?",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It suggests adding a column for a dense linear model over p_f(s).
"* It will be cool to show some results on BLEU improvement on machine translation, or user studies on language generation tasks, to demonstrate its practical impact, as the quantitative metrics right now are still kind of artificial.",Does the review address Data/Task?,TRUE,FALSE,It suggests showing results on BLEU improvement or user studies to demonstrate practical impact.
"Your work is so similar to much of this work that you should really cite and establish novelty wrt at least some of them as early as the introduction -- that's how early I was wondering how your work differed, and it was not made clear.",Does the review address Related Work?,TRUE,FALSE,It suggests citing similar work and establishing novelty early in the introduction.
"The article is well-structured, starting with a thorough discussion on the shortcomings of naive backdoor-type watermarking methods before delving into their novel DOUBLE-I WATERMARKING FRAMEWORK.",Does the review address Methodology?,TRUE,FALSE,It discusses the structure and methodology of the article.
"For CSQA, the best number in this paper is 63.32 vs. 79.5 on the current leaderboard.",Does the review address Result?,TRUE,FALSE,It mentions the results in comparison to the current leaderboard for CSQA.
The experimental results on RoBERTa highlight the applicability and importance of this data augmentation approach on the downstream task of text classification (GLUE).,Does the review address Presentation?,TRUE,FALSE,It discusses the applicability and importance of the data augmentation approach.
"So I suggest that the authors give a technical introduction of the framework and more precisely discuss how it can solve the problem of interest, possibly with visual illustrations.",Does the review address Methodology?,TRUE,FALSE,It suggests giving a technical introduction and discussing the framework with visual illustrations.
"For example, if you could give us one or two sentences of Fon in the beginning of the paper, that demonstrate some of the difficulties of the language, I think this would greatly strengthen the motivation.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It suggests adding sentences to demonstrate the difficulties of the language.
"- The paper is well-written, well-organized, and easy to follow.",Does the review address Presentation?,TRUE,FALSE,"It comments on the writing, organization, and clarity of the paper."
"For instance, they ask how different amounts of data influence model behavior or if their data sampling method can react to task difficulty.",Does the review address Methodology?,TRUE,FALSE,It discusses how different data amounts influence model behavior and task difficulty.
"However, the paper does not include detailed descriptions about the proposed method, making readers not easy to understand.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It notes the lack of detailed descriptions about the proposed method.
"The study sheds light on the amount of language specific parameter sharing, their distribution in the network, impact of language, etc.",Does the review address Methodology?,TRUE,FALSE,It discusses the study's findings on parameter sharing and language impact.
"In a similar vein, I would have appreciated more details about the model architecture and the training regimes used (possibly in the appendix).",Does the review address Presentation?,TRUE,FALSE,It requests more details about the model architecture and training regimes.
"However, there is a lack of unified experimental standards and ablation experiments in this paper.",Does the review address Experiment?,TRUE,FALSE,It mentions the lack of unified standards and ablation experiments.
"These objectives certainly improve over the original T5 base _and_ larges models that are used as initializations, and especially outperform the base model in the low-data regime.",Does the review address Data/Task?,TRUE,FALSE,It mentions the improvement and performance of the objectives over T5 base models.
The authors only conduct the evaluation on sentence similarity tasks and open domain QA tasks.,Does the review address Data/Task?,TRUE,FALSE,It mentions the evaluation on specific tasks.
I found the result that the LSTM-based model successfully reconstructs the stimuli but fails on the main game to be interesting.,Does the review address Result?,TRUE,FALSE,It comments on the interesting results of the LSTM-based model.
(3) The loss for answer prediction in Eq 6 is not clearly described: do you use an aggregated embedding over all nodes for prediction?,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It questions the description of the loss for answer prediction.
"In this way, the conclusion is only supported by the empirical observations but not the presented theoretical analysis.",Does the review address Theory?,TRUE,FALSE,It notes that the conclusion is only supported by empirical observations.
The usage of attention mechanism without some sort of pruning might be problematic at the phrasal level.,Does the review address Methodology?,TRUE,FALSE,It discusses potential problems with the attention mechanism without pruning.
This paper describes four methods of obtaining multilingual word embeddings and a modified QVEC metric for evaluating the efficacy of these embeddings.,Does the review address Evaluation?,TRUE,FALSE,It discusses the methods and metric for evaluating word embeddings.
"Detailed comments:  Training (especially pretraining) costs have been going wild in AI and NLP more particularly, which leads to large costs ([1]) as well as potential environmental problems ([2]).",Does the review address Methodology?,TRUE,FALSE,It mentions the training costs and potential environmental problems.
"I would have thought this was training an LM on progressively larger portions of the relevant data (being used for fine-tuning the others), in which case I'd also expect a downward trend in perplexity.",Does the review address Data/Task?,TRUE,FALSE,It discusses the training process and expected trend in perplexity.
"Also, different programmers write comments very differently.",Does the review address Analysis?,TRUE,FALSE,It mentions the variability in programmer comments.
"3) Continue with 2), as the experiment results shown in Table 2, TS compiler performs poorly.",Does the review address Result?,TRUE,FALSE,It comments on the poor performance of the TS compiler.
The wide range of datasets and active learning techniques they use (including BALD which prior works shows is very competitive) lends credence to the conclusions.,Does the review address Methodology?,TRUE,FALSE,It discusses the range of datasets and active learning techniques.
"In Table 1, the baseline models are TreeRNN and DCNN, they are originally used for sentence embedding but one can easily take the node/substructure embedding from them too.",Does the review address Methodology?,TRUE,FALSE,It mentions the use of baseline models for sentence embedding.
"## Justification As my primary critique concerns the experiments, I will address each individually mentioning any deficiencies and potential improvements.",Does the review address Experiment?,TRUE,FALSE,It mentions addressing critiques related to experiments.
"Result 1: Under the above assumption over the downstream task, this paper provides a bound on the empirical loss of the downstream prediction task.",Does the review address Result?,TRUE,FALSE,It discusses the bound on empirical loss of the downstream task.
"It is unclear to me how the authors are going to justify this ""assumption"".",Does the review address Presentation?,TRUE,FALSE,It questions the justification of an assumption.
"By using a multimodal, the current approach attain the problem of polysemy.",Does the review address Methodology?,TRUE,FALSE,It discusses the use of a multimodal approach to address the problem of polysemy.
"- Figure 1: unclear why certain input sizes have their accuracy going down, even though they have reached 100% in the earlier epochs.",Does the review address Presentation?,TRUE,FALSE,It mentions the accuracy and performance in relation to Figure 1.
Concerns around novelty and the multi-task setup was also raised by another reviewer (e7Hg).,Does the review address Novelty?,TRUE,FALSE,It addresses concerns around the novelty and multi-task setup.
"However, there is no theoretical result about the effectiveness of assigning the self-knowledge distillation to label smoothing.",Does the review address Methodology?,TRUE,FALSE,It mentions the lack of theoretical results regarding self-knowledge distillation.
The proposed method achieves SoTA results on CommonGen with slightly more than half the parameters of the current SoTA model.,Does the review address Result?,TRUE,FALSE,It mentions the SoTA results and parameter efficiency.
"- P6, Sec 4.3: ""In fact, $f$ almost always performs better than ..."" This part seems intriguing despite the linear relationship shown in figure 1.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It highlights the intriguing relationship despite the figure's data.
"- wMAN is evaluated with two publicly available datasets, and is compared with state-of-the-art methods and other ""oracle"" baselines.",Does the review address Evaluation?,TRUE,FALSE,It mentions the evaluation with datasets and comparison with baselines.
It is hard for other users to apply this technique.,Does the review address Methodology?,TRUE,FALSE,It discusses the difficulty in applying the technique.
"Other concerns along these lines: all of this paper's results are averaged over 3 runs while the other baselines are over 5 runs - an indication of variance would be useful to assess whether the differences are significant, especially since some of the margins quite small (23 on MC-LAVE-RL vs 22.8 for the next best on Ludicorp) added to the fact that hyperparameters are different for each game - does that imply that the authors tuned the hyperparameters for each game?",Does the review address Result?,TRUE,FALSE,It mentions the averaging of results and significance of the differences.
One very simple way could be to analyze the occurrence frequency of interleaved natural and programming patterns in the dataset.,Does the review address Analysis?,TRUE,FALSE,It suggests analyzing the occurrence frequency of patterns.
First theoretical definition of equivalence-preserving program embedding problem.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It discusses the first theoretical definition of the problem.
"The first is selecting the most uncertain examples, and the second is making the CoT annotations longer.",Does the review address Data/Task?,TRUE,FALSE,It mentions the selection of examples and CoT annotations.
"The evaluation results are based on the authors' implementations, for both baseline and the proposed method.",Does the review address Methodology?,TRUE,FALSE,It discusses the evaluation based on implementations.
The main weakness of the paper is that it is mainly based on further tuning the existing BERT model and lacks novel contribution in model architecture.,Does the review address Methodology?,TRUE,FALSE,It mentions the lack of novel contribution in the model architecture.
"... bunch of those errors has should be ""errors have"".",Does the review address Presentation?,TRUE,FALSE,It points out a grammar error in the text.
The paper provides a comprehensive study on the two-tower Transformer models in terms of the impact of its pre-training tasks on large-scale retrieval applications.,Does the review address Methodology?,TRUE,FALSE,It discusses the impact of pre-training tasks on retrieval applications.
The method relies much upon manual designs that seem hard to generalize.,Does the review address Presentation?,TRUE,FALSE,It mentions the reliance on manual designs and generalization difficulty.
"So how would it be possible to train with poor annotations, while generalize much better?",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It questions the possibility of training with poor annotations.
What if a similar sample exists in a quite different source task?,Does the review address Data/Task?,TRUE,FALSE,It discusses the existence of similar samples in different tasks.
"In experiments, there is no comparison with previous retrieval based methods.",Does the review address Experiment?,TRUE,FALSE,It mentions the lack of comparison in experiments.
The need for short sequence acceleration needs to be justified IMO.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,It mentions the need for justification of short sequence acceleration.
"Indeed, the proposed graph model seems to only implicitly convey knowledge across facts in terms of local reasoning.",Does the review address Methodology?,TRUE,FALSE,It mentions the implicit conveyance of knowledge in the graph model.
The idea was (reasonably) well-positioned with respect to prior work and clearly presented.,Does the review address Related Work?,TRUE,FALSE,It mentions the positioning and presentation of the idea.
Ablation studies show that the model achieves good performance on more complex questions.,Does the review address Result?,TRUE,FALSE,It discusses the performance in ablation studies.
Hon downstream tasks with smaller learning rate -> Do you mean smaller datasets?,Does the review address Presentation?,TRUE,FALSE,It questions the meaning of smaller datasets.
"The paper has ""support set"" and ""support instructions"" at many places but it is unclear to me what it actually means.",Does the review address Presentation?,TRUE,FALSE,It mentions the unclear terms in the text.
### Summary ### The paper presents a technique for inference of certain kinds of program invariants directly from the program’s source code.,Does the review address Methodology?,TRUE,FALSE,It discusses the technique for inference from source code.
"However, the BERT analysis results provided in this paper should also be valuable to the community.",Does the review address Methodology?,TRUE,FALSE,It mentions the value of the BERT analysis results.
Strength: + Describes an important property of program embeddings: they should remain invariant to semantic-preserving transformations.,Does the review address Methodology?,TRUE,FALSE,It discusses the property of program embeddings.
"Theoretically, it shows that language models which are close to the “true” language model are guaranteed to attain strong performance on natural tasks.",Does the review address Presentation?,TRUE,FALSE,It mentions the theoretical guarantee of performance.
"The authors only put a sentence at the end of the Appendix saying that “we still found PEER to generate false statements or claims not backed up by the provided documents in many cases“, but in the main paper there is no discussion or statistics on this weakness.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It mentions the lack of discussion on a weakness.
"- Weaknesses: In experiments, the author set the window width of the filters in the CNN module to 2.",Does the review address Methodology?,TRUE,FALSE,It mentions the setting of filter width in experiments.
"### Cons and aspects to improve  My main concern is that the overall contribution is seems to be limited.In fact, the original paper of the Transformer approach, already proposed such kind of embedding.",Does the review address Contribution?,TRUE,FALSE,It mentions the limited contribution and reference to prior work.
"These are not weakness, but I think some work in this direction may help improve the paper.",Does the review address Presentation?,TRUE,FALSE,It mentions potential improvements for the paper.
"By associating nodes across different fact units based on coreferences and mentions, a supergraph is built that connects all related information and conducts graph reasoning for answer predictions.",Does the review address Methodology?,TRUE,FALSE,It discusses the construction of a supergraph for reasoning.
A three-line explanation at the end of Section 4.1 seems a bit scarce to me.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,It mentions the brevity of an explanation in the text.
"## Justification As my primary critique concerns the experiments, I will address each individually mentioning any deficiencies and potential improvements.",Does the review address Result?,FALSE,TRUE,"This sentence discusses critiques and improvements for experiments, but does not mention specific results."
"It provides a nice theoretical framework for thinking about the connection between language models and downstream tasks, which future work could build on.",Does the review address Methodology?,TRUE,FALSE,It mentions the theoretical framework and future work potential.
"Figure from LayoutLM is a good example of that, it comprises the entire process and makes it easier to understand the whole architecture.",Does the review address Methodology?,TRUE,FALSE,It discusses the clarity provided by a figure.
The experimentation is correct and the qualitative analysis made in table 1 shows results as expected from the approach.,Does the review address Analysis?,TRUE,FALSE,It mentions the correctness of experimentation and analysis.
"It's ok for the proposed method to be one particular way, but that discussion would be useful.",Does the review address Methodology?,TRUE,FALSE,It suggests discussing the specific method used.
The difference in the ablation results seem quite small (tables 3 and 4).,Does the review address Ablation?,TRUE,FALSE,It mentions the small difference in ablation results.
3) The ablation study and visualization analysis of the experimental results are sufficient.,Does the review address Experiment?,TRUE,FALSE,It mentions the sufficiency of the ablation study and visualization analysis.
I can not understand why sample-specific rather than task-specific preference is important for prompt tuning.,Does the review address Methodology?,TRUE,FALSE,It questions the importance of sample-specific preference for prompt tuning.
"HRL in general has been used previously for goal-oriented dialog, using language models to regularize RL models has been used and pertaining using SL is widely used.",Does the review address Methodology?,TRUE,FALSE,It discusses the use of HRL and language models in previous work.
The paper does a systematic analysis on the role of language specific parameters using the proposed architecture.,Does the review address Methodology?,TRUE,FALSE,It mentions the systematic analysis of language-specific parameters.
"It would have been better to see the performance gains on more difficult text-classification tasks (non-GLUE), or underperforming models (non-BERT based).",Does the review address Methodology?,TRUE,FALSE,It suggests testing on more difficult tasks and different models.
"For table 4, please also include the significance of the BLEU improvement made by the pRNN with respect to the the baseline, see https://github.com/jhclark/multeval General Discussion ==== As the main contribution of this work is on the phrasal effect of the new RNN architecture, it's rather important to show that the phrases are more coherent than the vanilla LSTM / RNN model.",Does the review address Comparison?,TRUE,FALSE,It requests the significance of the BLEU improvement in comparison.
"In the experiment section, the authors only include the CoT annotations from [1] as the most important baseline.",Does the review address Experiment?,TRUE,FALSE,It mentions the inclusion of CoT annotations as a baseline.
This would probably highlight LTU significantly as the two approaches are contemporary in many ways and are very similar in the overarching goal.,Does the review address Significance?,TRUE,FALSE,It discusses the significance of highlighting LTU.
"Numerous neural architectures have been used to model programs, e.g., large language models, graph neural networks, etc.",Does the review address Presentation?,FALSE,TRUE,This sentence discusses the use of neural architectures to model programs but does not relate to presentation.
**Limitations** - The authors admit that their work is limited to a particular type of downstream tasks.,Does the review address Data/Task?,TRUE,FALSE,It mentions the limitation to specific downstream tasks.
"1.The paper introduces for the first time a large language model that combines both general audio perception capabilities and language reasoning abilities, along with the datasets used for training.",Does the review address Data/Task?,TRUE,FALSE,It mentions the introduction of a large language model and the datasets used.
"There are many confounding factors such as the number and type of pretraining data, the instruction-tuning data, different architecture designs, and finetuning strategies.",Does the review address Methodology?,TRUE,FALSE,It discusses various confounding factors.
- It would be great if authors could incorporate more baseline methods.,Does the review address Methodology?,TRUE,FALSE,It suggests incorporating more baseline methods.
"Comments on the model: - After computing the substructure embeddings, it seems very natural to compute an attention over them at each word.",Does the review address Methodology?,TRUE,FALSE,It discusses computing attention over substructure embeddings.
"It considers the training direction to be ""first to perceive, and then comprehend the sound"" so that the training starts from using close-ended datasets to open-ended datasets.",Does the review address Methodology?,TRUE,FALSE,It discusses the training direction from close-ended to open-ended datasets.
Details of training and dataset are logical and delicate.,Does the review address Methodology?,TRUE,FALSE,It mentions the logical and delicate details of training and dataset.
Would be great to state them upfront to avoid confusion.,Does the review address Presentation?,TRUE,FALSE,It suggests stating details upfront to avoid confusion.
I suspect the size plays an important role in such setups and this hasn't been discussed much in the paper.,Does the review address Significance?,TRUE,FALSE,It discusses the important role of size in setups.
"It provided me with a much more thoughtful explanation for why language model pre-training improves downstream task performance, beyond simply “it helps learn good general representations of language using large amounts of unlabeled text data” (my previous reasoning).",Does the review address Data/Task?,TRUE,FALSE,It mentions the thoughtful explanation for improvements in downstream task performance.
"It requires more analysis about experimental results, such as Figure 1 and tables in Section D.",Does the review address Result?,TRUE,FALSE,It requests more analysis of experimental results.
