This paper proposed a new phrasal RNN architecture for sequence to sequence generation.,Does the review address Presentation?,FALSE,TRUE,It describes the proposed phrasal RNN architecture but does not focus on the clarity or structure of the paper.
- Removing the dependence of engineered perceptual models from the CaP method by using foundation models.,Does the review address Methodology?,TRUE,FALSE,Refers to the change in methodology by removing engineered perceptual models and using foundation models instead.
"Additionally, there are some minor things I would add or improve: - I would add references to multi-task training on different languages (e.g., Task 1 is translation from EN to FR and Task 2 is translation from EN to DE).",Does the review address Methodology?,TRUE,FALSE,Suggests adding references to multi-task training for translation between different languages.
"- Additionally, why isn't the the GRU version of pRNNv reported in the FBIS evaluation in Table 3?",Does the review address Presentation?,TRUE,FALSE,Questions the omission of the GRU version of pRNNv in the FBIS evaluation in Table 3.
"- Weaknesses: In experiments, the author set the window width of the filters in the CNN module to 2.",Does the review address Experiment?,TRUE,FALSE,"Refers to the specific experimental setup, including the window width of the filters in the CNN module."
Use the text data that comes with each dataset as is and compare this with :   a) Using OpenAQA (current setting)   b) Augmenting the original audio text pairs with OpenAQA  2.,Does the review address Significance?,FALSE,TRUE,"It suggests a comparison of different settings, but does not discuss the impact or importance of the results."
The methods is evaluated on 5 standard NER+RE datasets with good performances.,Does the review address Data/Task?,TRUE,FALSE,Refers to the evaluation of the method on 5 standard NER+RE datasets.
"3.The model excels in various audio-related tasks and open-ended question answering, demonstrating its outstanding performance.",Does the review address Data/Task?,TRUE,FALSE,Refers to the model's performance on audio-related tasks and open-ended question answering.
"However, it seems like there's still some open questions about the types of improvements being made and what this implies about the LM's attention mechanism.",Does the review address Methodology?,TRUE,FALSE,Discusses open questions regarding the improvements and their implications on the language model's attention mechanism.
The authors take time to implement and evaluate several prominent baselines.,Does the review address Presentation?,FALSE,TRUE,"It focuses on the implementation and evaluation of baselines, not the clarity or structure of the paper."
"Kernel-based variants of self-attention have a recurrent formulation and lead to linear complexity (see [1,2,3,4]).",Does the review address Methodology?,TRUE,FALSE,"Refers to kernel-based variants of self-attention with a recurrent formulation, which is part of the methodology discussed."
Statistical comparisons of classifiers over multiple data sets.,Does the review address Related Work?,FALSE,TRUE,"It refers to statistical comparisons of classifiers, but does not discuss or compare relevant literature."
"High-level view:  I don’t think this is necessarily a bad paper, but I think it’s unacceptable for ICLR in its current form.",Does the review address Evaluation?,TRUE,FALSE,Provides an assessment of the paper's suitability for ICLR in its current form.
This is very likely a confounding factor in the efficacy of active learning and pruning techniques.,Does the review address Methodology?,TRUE,FALSE,"Refers to active learning and pruning techniques, which are part of the methodology being discussed."
The LSTM classifier is left highly unspecified (L407-409) -- there are multiple different architectures to use an LSTM for classification.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,Points out the lack of specification for the LSTM classifier and the need for further explanation or discussion.
"If the authors can adequately address the following issues around presentation and the interpretation of Theorem 5, I would be satisfied raising my score, as I value the research question raised by the paper and believe the conclusions are valid.",Does the review address Theory?,TRUE,FALSE,"Refers to the interpretation of Theorem 5, which is related to the theoretical foundations of the paper."
The findings from the analysis are an important addition to the understanding of the role of language specific parameters in multilingual NMT.,Does the review address Result?,TRUE,FALSE,Refers to the findings from the analysis and their importance in understanding language-specific parameters in multilingual NMT.
- The objectives suggested are cheap to compute and seem to increase the signal available in the data.,Does the review address Data/Task?,TRUE,FALSE,Refers to the signal available in the data and how the objectives impact it.
"Considering the BERT is leveraged, you should discuss the relation with BERT + NMT [R1,R2].",Does the review address Methodology?,TRUE,FALSE,"Suggests discussing the relationship between BERT and NMT, which pertains to the methodology."
The results presented in the paper show strong gains against baseline methods on 3 different datasets.,Does the review address Result?,TRUE,FALSE,Discusses the strong gains presented in the paper against baseline methods on different datasets.
This paper claims that it is the first time designing a reasoning comprehension-capable model.,Does the review address Methodology?,FALSE,TRUE,It discusses the claim about the novelty of the model but does not focus on the methods or techniques used.
"Can the theory extend to cross-language clone detection, e.g., one language is tractable, but the other language is not?",Does the review address Theory?,TRUE,FALSE,"Questions whether the theory can extend to cross-language clone detection, which involves theoretical considerations."
This method should be included in the experiments in order to justify the proposed RL approach is necessary.,Does the review address Methodology?,TRUE,FALSE,Suggests including a method in the experiments to justify the necessity of the proposed RL approach.
Can the proposed theory help explain if the same code modeling task for some languages is strictly easier than the others?,Does the review address Theory?,TRUE,FALSE,Questions whether the proposed theory can explain differences in the difficulty of the same code modeling task across languages.
"In terms of strenghs - The paper has a very throughout analysis of different models and positional encodings - It proposes several contributions, including a new probing task and several positional encoding methods.",Does the review address Presentation?,FALSE,TRUE,"It discusses the strengths of the paper and the contributions, but not the clarity or structure of the paper itself."
"- P6, Sec 4.3: ""In fact, $f$ almost always performs better than ..."" This part seems intriguing despite the linear relationship shown in figure 1.",Does the review address Result?,TRUE,FALSE,Refers to the performance comparison mentioned in Section 4.3 and Figure 1.
The results on a mixture of the Parity/Sum task are interesting   2.,Does the review address Result?,TRUE,FALSE,Refers to the results on a mixture of the Parity/Sum task.
"Based on the analysis, recommendations on design of multilingual NMT architectures are proposed and their efficacy validated experimentally.",Does the review address Experiment?,TRUE,FALSE,Refers to the validation of the proposed recommendations through experiments.
"Also, can you add a column where a dense linear model over p_f(s) is used?",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Suggests adding a column where a dense linear model over 𝑝_𝑓(𝑠) is used, which involves clarifying the details or description."
"* It will be cool to show some results on BLEU improvement on machine translation, or user studies on language generation tasks, to demonstrate its practical impact, as the quantitative metrics right now are still kind of artificial.",Does the review address Data/Task?,TRUE,FALSE,"Suggests showing results on BLEU for machine translation or user studies for language generation tasks, which relate to specific tasks being evaluated."
"Your work is so similar to much of this work that you should really cite and establish novelty wrt at least some of them as early as the introduction -- that's how early I was wondering how your work differed, and it was not made clear.",Does the review address Related Work?,TRUE,FALSE,Suggests citing and establishing novelty with respect to existing work early in the introduction.
"The article is well-structured, starting with a thorough discussion on the shortcomings of naive backdoor-type watermarking methods before delving into their novel DOUBLE-I WATERMARKING FRAMEWORK.",Does the review address Methodology?,TRUE,FALSE,"Describes the novel DOUBLE-I watermarking framework, which is part of the methodology discussed in the paper."
"For CSQA, the best number in this paper is 63.32 vs. 79.5 on the current leaderboard.",Does the review address Result?,TRUE,FALSE,Compares the performance on CSQA with the current leaderboard results.
The experimental results on RoBERTa highlight the applicability and importance of this data augmentation approach on the downstream task of text classification (GLUE).,Does the review address Presentation?,FALSE,TRUE,"It discusses the experimental results and their applicability to the downstream task, but does not focus on the clarity or structure of the paper."
"So I suggest that the authors give a technical introduction of the framework and more precisely discuss how it can solve the problem of interest, possibly with visual illustrations.",Does the review address Methodology?,TRUE,FALSE,"Suggests giving a technical introduction to the framework and discussing how it solves the problem, which pertains to the methodology."
"For example, if you could give us one or two sentences of Fon in the beginning of the paper, that demonstrate some of the difficulties of the language, I think this would greatly strengthen the motivation.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,Suggests providing examples to better explain and strengthen the motivation.
"- The paper is well-written, well-organized, and easy to follow.",Does the review address Presentation?,TRUE,FALSE,"Compliments the paper's clarity, organization, and readability."
"For instance, they ask how different amounts of data influence model behavior or if their data sampling method can react to task difficulty.",Does the review address Methodology?,TRUE,FALSE,"Refers to how different amounts of data influence model behavior and the data sampling method, which are related to the methodology."
"However, the paper does not include detailed descriptions about the proposed method, making readers not easy to understand.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Points out the lack of detailed descriptions about the proposed method, making it harder to understand."
"The study sheds light on the amount of language specific parameter sharing, their distribution in the network, impact of language, etc.",Does the review address Methodology?,TRUE,FALSE,"Discusses the study's exploration of language-specific parameter sharing, their distribution, and the impact of language, which relates to the methodology."
"In a similar vein, I would have appreciated more details about the model architecture and the training regimes used (possibly in the appendix).",Does the review address Presentation?,TRUE,FALSE,"Suggests adding more details about the model architecture and training regimes, likely to improve clarity and organization."
"However, there is a lack of unified experimental standards and ablation experiments in this paper.",Does the review address Experiment?,TRUE,FALSE,Critiques the lack of unified experimental standards and ablation experiments in the paper.
"These objectives certainly improve over the original T5 base _and_ larges models that are used as initializations, and especially outperform the base model in the low-data regime.",Does the review address Data/Task?,TRUE,FALSE,"Refers to the performance improvement of T5 base and large models in the low-data regime, which involves tasks related to data usage."
The authors only conduct the evaluation on sentence similarity tasks and open domain QA tasks.,Does the review address Data/Task?,TRUE,FALSE,Refers to the evaluation being conducted on sentence similarity tasks and open domain QA tasks.
I found the result that the LSTM-based model successfully reconstructs the stimuli but fails on the main game to be interesting.,Does the review address Result?,TRUE,FALSE,Discusses the interesting result of the LSTM-based model's performance in reconstructing stimuli and failing on the main game.
(3) The loss for answer prediction in Eq 6 is not clearly described: do you use an aggregated embedding over all nodes for prediction?,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Questions the clarity of the loss description in Eq 6, specifically regarding the use of an aggregated embedding for prediction."
"In this way, the conclusion is only supported by the empirical observations but not the presented theoretical analysis.",Does the review address Theory?,TRUE,FALSE,Critiques the conclusion for being supported by empirical observations rather than the presented theoretical analysis.
The usage of attention mechanism without some sort of pruning might be problematic at the phrasal level.,Does the review address Methodology?,TRUE,FALSE,"Discusses the potential issue of using the attention mechanism without pruning at the phrasal level, which relates to the methodology."
This paper describes four methods of obtaining multilingual word embeddings and a modified QVEC metric for evaluating the efficacy of these embeddings.,Does the review address Evaluation?,TRUE,FALSE,Refers to the modified QVEC metric used for evaluating the efficacy of multilingual word embeddings.
"Detailed comments:  Training (especially pretraining) costs have been going wild in AI and NLP more particularly, which leads to large costs ([1]) as well as potential environmental problems ([2]).",Does the review address Methodology?,FALSE,TRUE,"It discusses the costs and potential environmental impact of training and pretraining, but not the methods or techniques used in the study."
"I would have thought this was training an LM on progressively larger portions of the relevant data (being used for fine-tuning the others), in which case I'd also expect a downward trend in perplexity.",Does the review address Data/Task?,TRUE,FALSE,Discusses the expectation of a downward trend in perplexity based on progressively larger portions of the relevant data.
"Also, different programmers write comments very differently.",Does the review address Analysis?,FALSE,TRUE,"It comments on the variability in how programmers write comments, but does not involve an analysis of data, methods, or results."
"3) Continue with 2), as the experiment results shown in Table 2, TS compiler performs poorly.",Does the review address Result?,TRUE,FALSE,"Refers to the experiment results shown in Table 2, specifically the poor performance of the TS compiler."
The wide range of datasets and active learning techniques they use (including BALD which prior works shows is very competitive) lends credence to the conclusions.,Does the review address Methodology?,TRUE,FALSE,"Refers to the use of various datasets and active learning techniques, including BALD, as part of the methodology."
"In Table 1, the baseline models are TreeRNN and DCNN, they are originally used for sentence embedding but one can easily take the node/substructure embedding from them too.",Does the review address Methodology?,TRUE,FALSE,"Discusses baseline models like TreeRNN and DCNN and how their embeddings can be adapted, which relates to the methodology."
"## Justification As my primary critique concerns the experiments, I will address each individually mentioning any deficiencies and potential improvements.",Does the review address Experiment?,TRUE,FALSE,Focuses on addressing critiques related to the experiments and suggesting improvements.
"Result 1: Under the above assumption over the downstream task, this paper provides a bound on the empirical loss of the downstream prediction task.",Does the review address Result?,TRUE,FALSE,Refers to the bound on the empirical loss of the downstream prediction task as a result presented in the paper.
"It is unclear to me how the authors are going to justify this ""assumption"".",Does the review address Presentation?,FALSE,TRUE,It questions the justification of an assumption but does not focus on the clarity or structure of the paper.
"By using a multimodal, the current approach attain the problem of polysemy.",Does the review address Methodology?,TRUE,FALSE,"Refers to the use of a multimodal approach to address the issue of polysemy, which is part of the methodology."
"- Figure 1: unclear why certain input sizes have their accuracy going down, even though they have reached 100% in the earlier epochs.",Does the review address Presentation?,TRUE,FALSE,"Questions the clarity of Figure 1, specifically regarding the accuracy behavior and its explanation."
Concerns around novelty and the multi-task setup was also raised by another reviewer (e7Hg).,Does the review address Novelty?,TRUE,FALSE,Refers to concerns raised about the novelty of the multi-task setup.
"However, there is no theoretical result about the effectiveness of assigning the self-knowledge distillation to label smoothing.",Does the review address Methodology?,TRUE,FALSE,"Points out the lack of a theoretical result regarding the effectiveness of assigning self-knowledge distillation to label smoothing, which pertains to the methodology."
The proposed method achieves SoTA results on CommonGen with slightly more than half the parameters of the current SoTA model.,Does the review address Result?,TRUE,FALSE,"Refers to the SoTA results achieved by the proposed method on CommonGen, with a comparison to the current SoTA model."
"- P6, Sec 4.3: ""In fact, $f$ almost always performs better than ..."" This part seems intriguing despite the linear relationship shown in figure 1.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,Finds the statement intriguing and suggests further explanation despite the linear relationship shown in Figure 1.
"- wMAN is evaluated with two publicly available datasets, and is compared with state-of-the-art methods and other ""oracle"" baselines.",Does the review address Evaluation?,TRUE,FALSE,Refers to the evaluation of wMAN on publicly available datasets and its comparison with state-of-the-art methods and baselines.
It is hard for other users to apply this technique.,Does the review address Methodology?,TRUE,FALSE,"Suggests that the technique is difficult for other users to apply, which relates to the methodology being discussed."
"Other concerns along these lines: all of this paper's results are averaged over 3 runs while the other baselines are over 5 runs - an indication of variance would be useful to assess whether the differences are significant, especially since some of the margins quite small (23 on MC-LAVE-RL vs 22.8 for the next best on Ludicorp) added to the fact that hyperparameters are different for each game - does that imply that the authors tuned the hyperparameters for each game?",Does the review address Result?,TRUE,FALSE,"Discusses the averaging of results over 3 runs, the need for variance analysis, and the significance of small margins, which are related to the results presented in the paper."
One very simple way could be to analyze the occurrence frequency of interleaved natural and programming patterns in the dataset.,Does the review address Analysis?,TRUE,FALSE,Suggests analyzing the occurrence frequency of interleaved natural and programming patterns in the dataset.
First theoretical definition of equivalence-preserving program embedding problem.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Refers to the theoretical definition of the equivalence-preserving program embedding problem, which involves explaining or describing a concept."
"The first is selecting the most uncertain examples, and the second is making the CoT annotations longer.",Does the review address Data/Task?,TRUE,FALSE,"Refers to selecting uncertain examples and making CoT annotations longer, which relates to the task or data being used."
"The evaluation results are based on the authors' implementations, for both baseline and the proposed method.",Does the review address Methodology?,TRUE,FALSE,Refers to the evaluation being based on the authors' implementations of both the baseline and proposed method.
The main weakness of the paper is that it is mainly based on further tuning the existing BERT model and lacks novel contribution in model architecture.,Does the review address Methodology?,TRUE,FALSE,Critiques the methodology for focusing on further tuning the existing BERT model without introducing novel contributions in the model architecture.
"... bunch of those errors has should be ""errors have"".",Does the review address Presentation?,TRUE,FALSE,"The review points out a grammatical error (""has"" should be ""have""), which relates to the clarity and language quality in the paper."
The paper provides a comprehensive study on the two-tower Transformer models in terms of the impact of its pre-training tasks on large-scale retrieval applications.,Does the review address Methodology?,TRUE,FALSE,"Refers to the study of two-tower Transformer models and the impact of pre-training tasks, which relates to the methodology used in the research."
The method relies much upon manual designs that seem hard to generalize.,Does the review address Presentation?,FALSE,TRUE,"It critiques the method for relying on manual designs, but does not address the clarity or structure of the paper."
"So how would it be possible to train with poor annotations, while generalize much better?",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,Asks for an explanation or discussion on how training with poor annotations could lead to better generalization.
What if a similar sample exists in a quite different source task?,Does the review address Data/Task?,TRUE,FALSE,Refers to the existence of a similar sample in a different source task.
"In experiments, there is no comparison with previous retrieval based methods.",Does the review address Experiment?,TRUE,FALSE,Points out the lack of comparison with previous retrieval-based methods in the experiments.
The need for short sequence acceleration needs to be justified IMO.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,Calls for justification of the need for short sequence acceleration.
"Indeed, the proposed graph model seems to only implicitly convey knowledge across facts in terms of local reasoning.",Does the review address Methodology?,TRUE,FALSE,"Discusses how the proposed graph model conveys knowledge through local reasoning, which relates to the methodology used."
The idea was (reasonably) well-positioned with respect to prior work and clearly presented.,Does the review address Related Work?,TRUE,FALSE,Refers to how the idea is positioned with respect to prior work.
Ablation studies show that the model achieves good performance on more complex questions.,Does the review address Result?,TRUE,FALSE,Refers to the good performance achieved by the model on more complex questions as shown by ablation studies.
Hon downstream tasks with smaller learning rate -> Do you mean smaller datasets?,Does the review address Presentation?,FALSE,TRUE,"It asks for clarification regarding the learning rate, but it does not discuss the clarity or structure of the paper."
"The paper has ""support set"" and ""support instructions"" at many places but it is unclear to me what it actually means.",Does the review address Presentation?,TRUE,FALSE,"Points out the lack of clarity in the use of terms like ""support set"" and ""support instructions."""
### Summary ### The paper presents a technique for inference of certain kinds of program invariants directly from the program’s source code.,Does the review address Methodology?,TRUE,FALSE,"Describes a technique for inferring program invariants from source code, which is part of the methodology."
"However, the BERT analysis results provided in this paper should also be valuable to the community.",Does the review address Methodology?,FALSE,TRUE,It discusses the value of the BERT analysis results but does not focus on the methods or techniques used.
Strength: + Describes an important property of program embeddings: they should remain invariant to semantic-preserving transformations.,Does the review address Methodology?,TRUE,FALSE,"Describes an important property of program embeddings, which relates to the methodology of how they are used and evaluated."
"Theoretically, it shows that language models which are close to the “true” language model are guaranteed to attain strong performance on natural tasks.",Does the review address Presentation?,FALSE,TRUE,It discusses the theoretical aspects of language models but does not focus on the clarity or structure of the paper.
"The authors only put a sentence at the end of the Appendix saying that “we still found PEER to generate false statements or claims not backed up by the provided documents in many cases“, but in the main paper there is no discussion or statistics on this weakness.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Points out the lack of discussion or statistics on the weakness of PEER in the main paper, which requires more explanation or detail."
"- Weaknesses: In experiments, the author set the window width of the filters in the CNN module to 2.",Does the review address Methodology?,TRUE,FALSE,"Refers to the specific experimental setup, including the window width of the filters in the CNN module, which relates to the methodology."
"### Cons and aspects to improve  My main concern is that the overall contribution is seems to be limited.In fact, the original paper of the Transformer approach, already proposed such kind of embedding.",Does the review address Contribution?,TRUE,FALSE,"Critiques the paper's contribution, suggesting that it is limited and similar to the original Transformer approach."
"These are not weakness, but I think some work in this direction may help improve the paper.",Does the review address Presentation?,FALSE,TRUE,It suggests improvements in a specific direction but does not address the clarity or structure of the paper itself.
"By associating nodes across different fact units based on coreferences and mentions, a supergraph is built that connects all related information and conducts graph reasoning for answer predictions.",Does the review address Methodology?,TRUE,FALSE,"Describes the process of building a supergraph and using graph reasoning for answer predictions, which is part of the methodology."
A three-line explanation at the end of Section 4.1 seems a bit scarce to me.,Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,Critiques the explanation in Section 4.1 for being too brief and lacking sufficient detail.
"## Justification As my primary critique concerns the experiments, I will address each individually mentioning any deficiencies and potential improvements.",Does the review address Result?,FALSE,TRUE,"It focuses on the critique of experiments, not on the results themselves."
"It provides a nice theoretical framework for thinking about the connection between language models and downstream tasks, which future work could build on.",Does the review address Methodology?,TRUE,FALSE,"Describes the theoretical framework for understanding the connection between language models and downstream tasks, which relates to the methodology."
"Figure from LayoutLM is a good example of that, it comprises the entire process and makes it easier to understand the whole architecture.",Does the review address Methodology?,TRUE,FALSE,"Refers to the use of a figure from LayoutLM to help understand the architecture, which is part of explaining the methodology."
The experimentation is correct and the qualitative analysis made in table 1 shows results as expected from the approach.,Does the review address Analysis?,TRUE,FALSE,Refers to the qualitative analysis shown in Table 1 and the results expected from the approach.
"It's ok for the proposed method to be one particular way, but that discussion would be useful.",Does the review address Methodology?,TRUE,FALSE,"Suggests that a discussion of the proposed method would be useful, which pertains to the methodology."
The difference in the ablation results seem quite small (tables 3 and 4).,Does the review address Ablation?,TRUE,FALSE,"Refers to the ablation results in Tables 3 and 4, discussing the small differences observed."
3) The ablation study and visualization analysis of the experimental results are sufficient.,Does the review address Experiment?,TRUE,FALSE,Refers to the ablation study and visualization analysis of the experimental results.
I can not understand why sample-specific rather than task-specific preference is important for prompt tuning.,Does the review address Methodology?,TRUE,FALSE,"Questions the importance of sample-specific preference over task-specific preference in the context of prompt tuning, which relates to the methodology."
"HRL in general has been used previously for goal-oriented dialog, using language models to regularize RL models has been used and pertaining using SL is widely used.",Does the review address Methodology?,TRUE,FALSE,"Discusses the use of HRL for goal-oriented dialogue and the integration of language models with RL and SL, which pertains to the methodology."
The paper does a systematic analysis on the role of language specific parameters using the proposed architecture.,Does the review address Methodology?,TRUE,FALSE,"Refers to the systematic analysis of language-specific parameters using the proposed architecture, which is part of the methodology."
"It would have been better to see the performance gains on more difficult text-classification tasks (non-GLUE), or underperforming models (non-BERT based).",Does the review address Methodology?,TRUE,FALSE,"Suggests testing the proposed method on more difficult text-classification tasks and underperforming models, which relates to the methodology of the study."
"For table 4, please also include the significance of the BLEU improvement made by the pRNN with respect to the the baseline, see https://github.com/jhclark/multeval General Discussion ==== As the main contribution of this work is on the phrasal effect of the new RNN architecture, it's rather important to show that the phrases are more coherent than the vanilla LSTM / RNN model.",Does the review address Comparison?,TRUE,FALSE,Suggests including the significance of the BLEU improvement made by the pRNN compared to the baseline and discusses the comparison of phrase coherence with the vanilla LSTM/RNN model.
"In the experiment section, the authors only include the CoT annotations from [1] as the most important baseline.",Does the review address Experiment?,TRUE,FALSE,Refers to the inclusion of CoT annotations from [1] as the most important baseline in the experiment section.
This would probably highlight LTU significantly as the two approaches are contemporary in many ways and are very similar in the overarching goal.,Does the review address Significance?,TRUE,FALSE,Suggests that highlighting LTU could significantly demonstrate its relevance due to its similarities with the two approaches in terms of goals.
"Numerous neural architectures have been used to model programs, e.g., large language models, graph neural networks, etc.",Does the review address Presentation?,FALSE,TRUE,"It discusses various neural architectures used to model programs but does not address the clarity, structure, or organization of the paper."
**Limitations** - The authors admit that their work is limited to a particular type of downstream tasks.,Does the review address Data/Task?,TRUE,FALSE,Refers to the limitation of the work being applicable to a particular type of downstream tasks.
"1.The paper introduces for the first time a large language model that combines both general audio perception capabilities and language reasoning abilities, along with the datasets used for training.",Does the review address Data/Task?,TRUE,FALSE,"Refers to the datasets used for training the large language model, which is part of the data/task discussed."
"There are many confounding factors such as the number and type of pretraining data, the instruction-tuning data, different architecture designs, and finetuning strategies.",Does the review address Methodology?,TRUE,FALSE,"Discusses confounding factors such as pretraining data, instruction-tuning data, architecture designs, and finetuning strategies, which are related to the methodology."
- It would be great if authors could incorporate more baseline methods.,Does the review address Methodology?,TRUE,FALSE,"Suggests incorporating more baseline methods, which is related to the methodology used in the study."
"Comments on the model: - After computing the substructure embeddings, it seems very natural to compute an attention over them at each word.",Does the review address Methodology?,TRUE,FALSE,"Discusses the process of computing substructure embeddings and using attention over them, which relates to the methodology of the model."
"It considers the training direction to be ""first to perceive, and then comprehend the sound"" so that the training starts from using close-ended datasets to open-ended datasets.",Does the review address Methodology?,TRUE,FALSE,"Refers to the training direction and the use of close-ended to open-ended datasets, which are part of the methodology."
Details of training and dataset are logical and delicate.,Does the review address Methodology?,TRUE,FALSE,"Refers to the logical and delicate details of training and the dataset, which are part of the methodology."
Would be great to state them upfront to avoid confusion.,Does the review address Presentation?,TRUE,FALSE,"Suggests stating the details upfront to avoid confusion, which relates to the clarity and structure of the paper."
I suspect the size plays an important role in such setups and this hasn't been discussed much in the paper.,Does the review address Significance?,TRUE,FALSE,"Suggests that the size plays an important role and should be discussed, highlighting its significance in the context of the setup."
"It provided me with a much more thoughtful explanation for why language model pre-training improves downstream task performance, beyond simply “it helps learn good general representations of language using large amounts of unlabeled text data” (my previous reasoning).",Does the review address Data/Task?,FALSE,TRUE,"It discusses the explanation for why language model pre-training improves downstream task performance, but does not focus on the data or task itself."
"It requires more analysis about experimental results, such as Figure 1 and tables in Section D.",Does the review address Result?,TRUE,FALSE,"Suggests more analysis of the experimental results, such as Figure 1 and tables in Section D."
All of the results in this work seem to be previously known: * Theorem 1 is general to any polynomial-size circuit -- there is nothing special about Transformers.,Does the review address Result?,TRUE,FALSE,Refers to the results being previously known and discusses Theorem 1 in relation to polynomial-size circuits.
"But I support given a fixed set of phrase pairs at train time, the attention mechanism at the phrasal level can be pre-computed but at inference (apply the attention on new data at test time), this might be kind of problematic when the architecture is scaled to a larger dataset.",Does the review address Data/Task?,TRUE,FALSE,"Discusses the application of the attention mechanism on new data at test time, which relates to how the model interacts with the dataset or task."
"Furthermore, when there is a gap between the empirical results and the theoretical results (e.g., validation of Lemma 4.3 at the end of Section 4), the paper makes these limitations clear, which I appreciated very much as a reader (paper does not over-claim its contributions).",Does the review address Contribution?,TRUE,FALSE,"Appreciates how the paper clearly addresses the limitations of its empirical and theoretical results, avoiding over-claiming its contributions."
"Are there any overheads/disadvantages because of multi-task learning (Like a larger model size, inference time for individual tasks etc)?",Does the review address Methodology?,TRUE,FALSE,"Questions potential overheads or disadvantages of multi-task learning, such as model size and inference time, which relate to the methodology used."
"in Table 2, it's necessary to explain why the LSTM's perplexity from previous work is higher than the author's implementation.",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Points out the need to explain the difference in perplexity between the LSTM from previous work and the author's implementation, which requires further discussion or clarification."
One of the important motivations of multi-modal multi-task learning mentioned was to achieve better or on-par performance with a single model (and supposedly fewer computations) which is crucial for devices with limited computing resources.,Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,"Discusses the motivation behind multi-modal multi-task learning to achieve better or on-par performance with fewer computations, especially for devices with limited computing resources."
"Based on the analysis, recommendations on design of multilingual NMT architectures are proposed and their efficacy validated experimentally.",Does the review address Intuition/Justification/Motivation/Validation?,TRUE,FALSE,Refers to the validation of the proposed recommendations on multilingual NMT architectures through experimentation.
"The authors say ""we focus on larger datasets from GLUE (MNLI, QNLI, QQP and SST-2), as it is less meaningful to discuss efficient training"", but then report and analyze results from other GLUE datasets as well.",Does the review address Result?,TRUE,FALSE,"Points out the reporting and analysis of results from other GLUE datasets, even though the focus was on larger datasets."
I think the story starts with pointing out the importance for long-sequence but turns to the topic on short sequence which is confusing.,Does the review address Presentation?,TRUE,FALSE,"Points out that the shift in focus from long-sequence to short-sequence is confusing, which relates to the clarity and structure of the paper."
"The computation of RFA requires outer product, which is O(D^2d) so overall it's O(M D^2 d), if M is around 64 or 128 (common usage) and D is 64, I actually don't see why RFA could improve 2x.",Does the review address Result?,TRUE,FALSE,"Discusses the computation of RFA and questions why it would lead to a 2x improvement, relating to the expected result."
"Even though the results don’t show that the proposed loss function and proposed “conditional mean features” give improvements over baselines, the empirical results show that the basic assumptions and definitions in the theoretical analysis are relatively realistic.",Does the review address Comparison?,FALSE,TRUE,"It discusses the lack of improvements over baselines and the realism of the assumptions, but does not directly compare the proposed method to other methods."
"DP is not ""incorporated"" in a model or multimodality (as the authors mention in different ways a few times throughout the paper), DP is a property of a randomised algorithm (in this context, the training algorithm that produces the distribution of models, not the model).",Does the review address Definition/Description/Detail/Discussion/Explanation/Interpretation?,TRUE,FALSE,"Clarifies the concept of DP and its distinction from being incorporated in a model or multimodality, which involves providing a more accurate description or interpretation."
I felt this was quite separate from the theoretical analysis.,Does the review address Result?,FALSE,TRUE,It discusses the separation of the point from the theoretical analysis but does not refer to any specific results or findings.
"Furthermore, they have clarified that on the key metric of CommonGen they achieved SoTA with only slightly more than half the parameters of the current SoTA model.",Does the review address Methodology?,FALSE,TRUE,"It discusses the performance achievement on the key metric of CommonGen, but does not focus on the methods or techniques used."
"So I also have a few doubts about this article:  (1) This paper uses 6B T5-V1.1, but the previous baseline work only GTRxxl has the same size, while ColBERTv2 using multi-vector retrieval model has only 110m model size.",Does the review address Methodology?,TRUE,FALSE,"Compares the model sizes used in the paper (6B T5-V1.1) with the previous baseline (GTRxxl and ColBERTv2), which relates to the methodology."
"Your work obviously is different enough to stand on its own, but it might be good to make a mention of this work and others (e.g. do more of a lit search / related work on low rank compression).",Does the review address Related Work?,TRUE,FALSE,Suggests doing a literature search and mentioning related work on low-rank compression.
Strengths: - Unifying generative and contrastive training is an important and interesting goal.,Does the review address Presentation?,FALSE,TRUE,"It discusses the strength of unifying generative and contrastive training, but does not address the clarity, structure, or organization of the paper."
